city,state,country,ngo_shelter_name,shelter_type,address,latitude,longitude,phone,email,capacity,services_offered
Pathanamthitta,Kerala,India,Spice Garden Shelter,Agriculture,Spice Plantations,9.2600,76.7800,+91-468-2456789,spice@pathanamthitta.org,110,"Spice cultivation"
Idukki,Kerala,India,Spice Capital Shelter,Agriculture,Munnar,10.0889,77.0595,+91-486-2567890,spice@idukki.org,125,"Spice plantations"
Idukki,Kerala,India,Hill Station Shelter,Tourism,Thekkady,9.5933,77.1500,+91-486-2456789,hills@idukki.org,140,"Hill tourism"
Ernakulam,Kerala,India,Commercial Capital Shelter,Business,MG Road,9.9816,76.2999,+91-484-2567890,commercial@ernakulam.org,190,"Business district"
Ernakulam,Kerala,India,Marine Products Shelter,Export,Marine Products Export,9.9700,76.2900,+91-484-2456789,marine@ernakulam.org,155,"Marine exports"
Wayanad,Kerala,India,Spice Bowl Shelter,Agriculture,Spice Gardens,11.6854,76.1320,+91-493-2567890,spice@wayanad.org,130,"Spice cultivation"
Wayanad,Kerala,India,Tribal Heritage Shelter,Indigenous,Tribal Museum,11.6800,76.1300,+91-493-2456789,tribal@wayanad.org,145,"Tribal community"
Bhubaneswar,Odisha,India,Temple City Shelter,Religious,Lingaraj Temple,20.2961,85.8245,+91-674-2567890,temple@bhubaneswar.org,200,"Temple city support"
Bhubaneswar,Odisha,India,Modern Capital Shelter,Administrative,Secretariat,20.2700,85.8400,+91-674-2456789,modern@bhubaneswar.org,180,"Administrative center"
Cuttack,Odisha,India,Silver City Shelter,Handicraft,Silver Filigree Market,20.4625,85.8828,+91-671-2567890,silver@cuttack.org,150,"Handicraft artisans"
Cuttack,Odisha,India,Commercial Hub Shelter,Business,Cantonment Road,20.4600,85.8800,+91-671-2456789,commercial@cuttack.org,135,"Business community"
Rourkela,Odisha,India,Steel City Shelter,Industrial,Steel Authority of India,22.2604,84.8536,+91-661-2567890,steel@rourkela.org,250,"Steel workers"
Rourkela,Odisha,India,Tribal Area Shelter,Indigenous,Tribal Development,22.2500,84.8500,+91-661-2456789,tribal@rourkela.org,180,"Tribal development"
Berhampur,Odisha,India,Silk City Shelter,Textile,Silk Weaving Center,19.3149,84.7941,+91-680-2567890,silk@berhampur.org,140,"Silk industry"
Berhampur,Odisha,India,South Odisha Shelter,Regional,Regional Office,19.3100,84.7900,+91-680-2456789,south@berhampur.org,125,"Regional development"
Sambalpur,Odisha,India,Handloom Capital Shelter,Textile,Sambalpuri Saree Center,21.4669,83.9812,+91-663-2567890,handloom@sambalpur.org,160,"Handloom weavers"
Sambalpur,Odisha,India,Hirakud Dam Shelter,Hydroelectric,Hirakud Dam,21.5100,83.8700,+91-663-2456789,hirakud@sambalpur.org,130,"Dam community"
Balasore,Odisha,India,Defense Testing Shelter,Military,Defense Research,21.4942,86.9336,+91-782-2567890,defense@balasore.org,145,"Defense personnel"
Balasore,Odisha,India,Coastal Belt Shelter,Maritime,Chandipur Beach,21.4500,87.0500,+91-782-2456789,coastal@balasore.org,120,"Coastal community"
Baripada,Odisha,India,Tribal District Shelter,Indigenous,Similipal Reserve,21.9347,86.7930,+91-672-2567890,tribal@baripada.org,170,"Tribal welfare"
Baripada,Odisha,India,Forest Conservation Shelter,Environmental,Forest Department,21.9300,86.7900,+91-672-2456789,forest@baripada.org,135,"Forest conservation"
Puri,Odisha,India,Jagannath Temple Shelter,Pilgrimage,Jagannath Temple,19.8135,85.8312,+91-675-2567890,jagannath@puri.org,400,"Pilgrimage support"
Puri,Odisha,India,Beach Resort Shelter,Tourism,Golden Beach,19.8000,85.8500,+91-675-2456789,beach@puri.org,200,"Tourism industry"
Angul,Odisha,India,Coal Capital Shelter,Mining,Mahanadi Coalfields,20.8406,85.1022,+91-675-2567890,coal@angul.org,185,"Coal mining"
Angul,Odisha,India,Aluminum Hub Shelter,Industrial,NALCO,20.8400,85.1000,+91-675-2456789,aluminum@angul.org,155,"Aluminum industry"
Dhenkanal,Odisha,India,Iron Ore Shelter,Mining,Iron Ore Mines,20.6593,85.5955,+91-674-2567890,iron@dhenkanal.org,140,"Iron ore mining"
Dhenkanal,Odisha,India,Handicraft Center Shelter,Arts,Handicraft Village,20.6500,85.5900,+91-674-2456789,handicraft@dhenkanal.org,115,"Handicraft artisans"
Jajpur,Odisha,India,Industrial Corridor Shelter,Manufacturing,Kalinganagar,20.8436,86.3290,+91-674-2567890,industrial@jajpur.org,220,"Industrial corridor"
Jajpur,Odisha,India,Ancient Capital Shelter,Heritage,Archaeological Site,20.8400,86.3200,+91-674-2456789,ancient@jajpur.org,100,"Heritage preservation"
Kendrapara,Odisha,India,Bhitarkanika Shelter,Wildlife,Bhitarkanika Sanctuary,20.5022,86.4133,+91-675-2567890,wildlife@kendrapara.org,125,"Wildlife conservation"
Kendrapara,Odisha,India,Coastal Aquaculture Shelter,Marine,Aquaculture Farms,20.5000,86.4100,+91-675-2456789,aqua@kendrapara.org,135,"Aquaculture industry"
Jagatsinghpur,Odisha,India,Petrochemical Hub Shelter,Chemical,Paradeep Port,20.3102,86.6945,+91-674-2567890,petro@jagatsinghpur.org,165,"Petrochemical industry"
Jagatsinghpur,Odisha,India,Port Development Shelter,Maritime,Port Area,20.3100,86.6900,+91-674-2456789,port@jagatsinghpur.org,145,"Port development"
Khordha,Odisha,India,Capital District Shelter,Administrative,Bhubaneswar,20.1896,85.8480,+91-674-2567890,capital@khordha.org,190,"Capital district"
Khordha,Odisha,India,IT Hub Shelter,Technology,Infocity,20.1800,85.8400,+91-674-2456789,it@khordha.org,160,"IT industry"
Nayagarh,Odisha,India,Hill District Shelter,Highland,Nayagarh Hills,20.1299,85.0954,+91-675-2567890,hills@nayagarh.org,120,"Hill community"
Nayagarh,Odisha,India,Handloom Cooperative Shelter,Textile,Handloom Society,20.1200,85.0900,+91-675-2456789,cooperative@nayagarh.org,110,"Handloom cooperative"
Ganjam,Odisha,India,South Coast Shelter,Coastal,Gopalpur Port,19.2649,84.9077,+91-680-2567890,coast@ganjam.org,175,"Coastal development"
Ganjam,Odisha,India,Cashew Processing Shelter,Agriculture,Cashew Factories,19.2600,84.9000,+91-680-2456789,cashew@ganjam.org,140,"Cashew processing"
Gajapati,Odisha,India,Tribal Hills Shelter,Indigenous,Paralakhemundi,18.7926,84.0919,+91-684-2567890,tribal@gajapati.org,130,"Tribal hills community"
Gajapati,Odisha,India,Spice Cultivation Shelter,Agriculture,Spice Gardens,18.7900,84.0900,+91-684-2456789,spice@gajapati.org,115,"Spice cultivation"
Rayagada,Odisha,India,Tribal Welfare Shelter,Indigenous,Tribal Hostel,19.1680,83.4158,+91-685-2567890,welfare@rayagada.org,200,"Tribal welfare"
Rayagada,Odisha,India,Bauxite Mining Shelter,Mining,Bauxite Mines,19.1600,83.4100,+91-685-2456789,bauxite@rayagada.org,155,"Bauxite mining"
Kandhamal,Odisha,India,Hill Station Shelter,Tourism,Daringbadi,20.0167,84.1167,+91-684-2567890,hills@kandhamal.org,125,"Hill station tourism"
Kandhamal,Odisha,India,Turmeric Cultivation Shelter,Agriculture,Turmeric Fields,20.0100,84.1100,+91-684-2456789,turmeric@kandhamal.org,135,"Turmeric cultivation"
Boudh,Odisha,India,Forest District Shelter,Forestry,Forest Range Office,20.8355,84.3159,+91-676-2567890,forest@boudh.org,110,"Forest conservation"
Boudh,Odisha,India,Tribal Development Shelter,Indigenous,Tribal Development,20.8300,84.3100,+91-676-2456789,development@boudh.org,125,"Tribal development"
Sonepur,Odisha,India,Cattle Fair Shelter,Agricultural,Cattle Fair Ground,20.8319,83.9108,+91-663-2567890,cattle@sonepur.org,150,"Cattle fair support"
Sonepur,Odisha,India,River Island Shelter,Riverine,Mahanadi River,20.8300,83.9100,+91-663-2456789,river@sonepur.org,120,"River island community"
Bolangir,Odisha,India,Drought Prone Shelter,Agricultural,Collectorate,20.7115,83.4731,+91-665-2567890,drought@bolangir.org,180,"Drought relief"
Bolangir,Odisha,India,Handloom Center Shelter,Textile,Handloom Park,20.7100,83.4700,+91-665-2456789,handloom@bolangir.org,140,"Handloom center"
Kalahandi,Odisha,India,Tribal District Shelter,Indigenous,Bhawanipatna,19.9073,83.1683,+91-665-2567890,tribal@kalahandi.org,195,"Tribal community"
Kalahandi,Odisha,India,Poverty Alleviation Shelter,Social,Development Office,19.9000,83.1600,+91-665-2456789,poverty@kalahandi.org,220,"Poverty alleviation"
Nabarangpur,Odisha,India,Tribal Welfare Shelter,Indigenous,Tribal Museum,19.2306,82.5479,+91-686-2567890,tribal@nabarangpur.org,175,"Tribal welfare"
Nabarangpur,Odisha,India,Forest Products Shelter,Natural Resources,Forest Department,19.2300,82.5400,+91-686-2456789,forest@nabarangpur.org,145,"Forest products"
Nuapada,Odisha,India,Border District Shelter,Interstate,Chhattisgarh Border,20.8071,82.6040,+91-675-2567890,border@nuapada.org,135,"Border community"
Nuapada,Odisha,India,Maize Cultivation Shelter,Agriculture,Agricultural College,20.8000,82.6000,+91-675-2456789,maize@nuapada.org,125,"Maize cultivation"
Koraput,Odisha,India,Coffee Plantation Shelter,Agriculture,Coffee Estates,18.8127,82.7076,+91-685-2567890,coffee@koraput.org,150,"Coffee plantation"
Koraput,Odisha,India,Tribal Heritage Shelter,Indigenous,Tribal Museum,18.8100,82.7000,+91-685-2456789,heritage@koraput.org,165,"Tribal heritage"
Malkangiri,Odisha,India,Border Security Shelter,Security,BSF Camp,18.3477,81.8840,+91-687-2567890,security@malkangiri.org,140,"Border security"
Malkangiri,Odisha,India,Tribal Development Shelter,Indigenous,ITDA Office,18.3400,81.8800,+91-687-2456789,tribal@malkangiri.org,185,"Tribal development"
Dehradun,Uttarakhand,India,Valley Capital Shelter,Administrative,Rajpur Road,30.3165,78.0322,+91-135-2567890,valley@dehradun.org,170,"Valley capital"
Dehradun,Uttarakhand,India,Education Hub Shelter,Academic,Forest Research Institute,30.3300,78.0400,+91-135-2456789,education@dehradun.org,145,"Educational institutions"
Haridwar,Uttarakhand,India,Holy City Shelter,Pilgrimage,Har Ki Pauri,29.9457,78.1642,+91-133-2567890,holy@haridwar.org,300,"Pilgrimage support"
Haridwar,Uttarakhand,India,Ganga Aarti Shelter,Spiritual,Ganga Ghat,29.9400,78.1600,+91-133-2456789,ganga@haridwar.org,250,"Spiritual community"
Rishikesh,Uttarakhand,India,Yoga Capital Shelter,Wellness,Laxman Jhula,30.0869,78.2676,+91-135-2567890,yoga@rishikesh.org,200,"Yoga practitioners"
Rishikesh,Uttarakhand,India,Adventure Tourism Shelter,Tourism,Ram Jhula,30.1000,78.3000,+91-135-2456789,adventure@rishikesh.org,160,"Adventure tourism"
Nainital,Uttarakhand,India,Lake City Shelter,Tourism,Naini Lake,29.3803,79.4636,+91-594-2567890,lake@nainital.org,120,"Lake tourism support"
Nainital,Uttarakhand,India,Hill Station Shelter,Mountain Tourism,Mall Road,29.3900,79.4600,+91-594-2456789,hills@nainital.org,95,"Hill station visitors"
Almora,Uttarakhand,India,Cultural Heritage Shelter,Heritage,Almora Bazaar,29.5971,79.6593,+91-596-2567890,cultural@almora.org,110,"Cultural preservation"
Almora,Uttarakhand,India,Handicraft Center Shelter,Arts,Handicraft Village,29.6000,79.6600,+91-596-2456789,handicraft@almora.org,85,"Handicraft artisans"
Pithoragarh,Uttarakhand,India,Border District Shelter,Border Security,Indo-Nepal Border,29.5819,80.2181,+91-596-2567890,border@pithoragarh.org,135,"Border community"
Pithoragarh,Uttarakhand,India,Himalayan Shelter,Mountain,Himalayan Range,29.5800,80.2100,+91-596-2456789,himalayan@pithoragarh.org,150,"Mountain community"
Chamoli,Uttarakhand,India,Garhwal Shelter,Himalayan,Garhwal Region,30.4000,79.3200,+91-138-2567890,garhwal@chamoli.org,125,"Garhwal community"
Chamoli,Uttarakhand,India,Disaster Relief Shelter,Emergency,Disaster Management,30.4100,79.3100,+91-138-2456789,disaster@chamoli.org,200,"Disaster relief"
Uttarkashi,Uttarakhand,India,Gangotri Shelter,Pilgrimage,Gangotri Route,30.7268,78.4354,+91-137-2567890,gangotri@uttarkashi.org,180,"Gangotri pilgrims"
Uttarkashi,Uttarakhand,India,Adventure Sports Shelter,Sports,Adventure Institute,30.7300,78.4400,+91-137-2456789,adventure@uttarkashi.org,140,"Adventure sports"
Pauri,Uttarakhand,India,Garhwal University Shelter,Academic,Srinagar Garhwal,30.2232,78.7831,+91-138-2567890,university@pauri.org,115,"University community"
Pauri,Uttarakhand,India,Hill Development Shelter,Rural,Hill Development,30.2200,78.7800,+91-138-2456789,hill@pauri.org,130,"Hill development"
Tehri,Uttarakhand,India,Dam Rehabilitation Shelter,Rehabilitation,Tehri Dam,30.3783,78.4804,+91-137-2567890,dam@tehri.org,250,"Dam affected families"
Tehri,Uttarakhand,India,Hydroelectric Shelter,Energy,Power Plant,30.3800,78.4800,+91-137-2456789,hydro@tehri.org,160,"Energy sector"
Rudraprayag,Uttarakhand,India,Kedarnath Base Shelter,Pilgrimage,Kedarnath Route,30.2849,78.9819,+91-138-2567890,kedarnath@rudraprayag.org,300,"Kedarnath pilgrims"
Rudraprayag,Uttarakhand,India,Confluence Shelter,Spiritual,River Confluence,30.2800,78.9800,+91-138-2456789,confluence@rudraprayag.org,200,"Spiritual seekers"
Bageshwar,Uttarakhand,India,Kumaon Hills Shelter,Mountain,Kumaon Region,29.8390,79.7697,+91-596-2567890,kumaon@bageshwar.org,120,"Kumaon community"
Bageshwar,Uttarakhand,India,Bagnath Temple Shelter,Religious,Bagnath Temple,29.8400,79.7700,+91-596-2456789,bagnath@bageshwar.org,105,"Temple community"
Champawat,Uttarakhand,India,Ancient Capital Shelter,Heritage,Champawat Fort,29.3357,80.0936,+91-596-2567890,ancient@champawat.org,95,"Ancient heritage"
Champawat,Uttarakhand,India,Border Tourism Shelter,Tourism,Nepal Border,29.3300,80.0900,+91-596-2456789,tourism@champawat.org,110,"Border tourism"
Udham Singh Nagar,Uttarakhand,India,Industrial Belt Shelter,Manufacturing,Rudrapur,28.9845,79.4007,+91-594-2567890,industrial@udhamsinghnagar.org,185,"Industrial workers"
Udham Singh Nagar,Uttarakhand,India,Agricultural Hub Shelter,Farming,Kichha,28.9100,79.5100,+91-594-2456789,agricultural@udhamsinghnagar.org,155,"Agricultural community"
Hardwar,Uttarakhand,India,SIDCUL Shelter,Industrial,SIDCUL Complex,29.9700,78.1500,+91-133-2567890,sidcul@hardwar.org,170,"Industrial complex"
Hardwar,Uttarakhand,India,Kumbh Mela Shelter,Festival,Kumbh Mela Ground,29.9500,78.1600,+91-133-2456789,kumbh@hardwar.org,500,"Kumbh Mela support"
Shimla,Himachal Pradesh,India,Queen of Hills Shelter,Tourism,Mall Road,31.1048,77.1734,+91-177-2567890,queen@shimla.org,150,"Hill station tourism"
Shimla,Himachal Pradesh,India,Summer Capital Shelter,Administrative,Ridge,31.1000,77.1700,+91-177-2456789,summer@shimla.org,120,"Administrative center"
Manali,Himachal Pradesh,India,Adventure Tourism Shelter,Tourism,Old Manali,32.2432,77.1892,+91-190-2567890,adventure@manali.org,180,"Adventure tourism"
Manali,Himachal Pradesh,India,Honeymoon Capital Shelter,Tourism,Solang Valley,32.3200,77.1500,+91-190-2456789,honeymoon@manali.org,140,"Tourism industry"
Dharamshala,Himachal Pradesh,India,Dalai Lama Shelter,Spiritual,McLeod Ganj,32.2190,76.3234,+91-189-2567890,dalai@dharamshala.org,200,"Tibetan refugees"
Dharamshala,Himachal Pradesh,India,Buddhist Monastery Shelter,Religious,Namgyal Monastery,32.2200,76.3200,+91-189-2456789,buddhist@dharamshala.org,160,"Buddhist community"
Kullu,Himachal Pradesh,India,Valley of Gods Shelter,Cultural,Kullu Valley,31.9474,77.1099,+91-190-2567890,valley@kullu.org,130,"Valley community"
Kullu,Himachal Pradesh,India,Apple Orchard Shelter,Agriculture,Apple Orchards,31.9500,77.1100,+91-190-2456789,apple@kullu.org,115,"Apple farmers"
Solan,Himachal Pradesh,India,Mushroom City Shelter,Agriculture,Mushroom Farms,30.9045,77.0967,+91-179-2567890,mushroom@solan.org,125,"Mushroom cultivation"
Solan,Himachal Pradesh,India,Pharmaceutical Hub Shelter,Industrial,Pharma Companies,30.9000,77.1000,+91-179-2456789,pharma@solan.org,145,"Pharmaceutical industry"
Mandi,Himachal Pradesh,India,Choti Kashi Shelter,Religious,Bhootnath Temple,31.7058,76.9319,+91-190-2567890,kashi@mandi.org,135,"Religious community"
Mandi,Himachal Pradesh,India,Hydro Power Shelter,Energy,Power Projects,31.7000,76.9300,+91-190-2456789,hydro@mandi.org,165,"Hydro power workers"
Hamirpur,Himachal Pradesh,India,Education Hub Shelter,Academic,NIT Hamirpur,31.6840,76.5180,+91-177-2567890,education@hamirpur.org,155,"Educational institutions"
Hamirpur,Himachal Pradesh,India,Rural Development Shelter,Rural,Block Development,31.6800,76.5200,+91-177-2456789,rural@hamirpur.org,110,"Rural development"
Una,Himachal Pradesh,India,Industrial Town Shelter,Manufacturing,Industrial Area,31.4685,76.2708,+91-179-2567890,industrial@una.org,140,"Industrial development"
Una,Himachal Pradesh,India,Border District Shelter,Interstate,Punjab Border,31.4700,76.2700,+91-179-2456789,border@una.org,120,"Border community"
Bilaspur,Himachal Pradesh,India,Lake District Shelter,Tourism,Gobind Sagar Lake,31.3409,76.7569,+91-178-2567890,lake@bilaspur.org,125,"Lake tourism"
Bilaspur,Himachal Pradesh,India,Cement Industry Shelter,Industrial,Cement Plants,31.3400,76.7500,+91-178-2456789,cement@bilaspur.org,150,"Cement industry"
Sirmaur,Himachal Pradesh,India,Shivalik Hills Shelter,Mountain,Shivalik Range,30.5603,77.2874,+91-179-2567890,shivalik@sirmaur.org,115,"Mountain community"
Sirmaur,Himachal Pradesh,India,Tribal Area Shelter,Indigenous,Tribal Development,30.5600,77.2800,+91-179-2456789,tribal@sirmaur.org,130,"Tribal community"
Kangra,Himachal Pradesh,India,Tea Garden Shelter,Agriculture,Palampur Tea,32.1086,76.5348,+91-189-2567890,tea@kangra.org,135,"Tea plantation"
Kangra,Himachal Pradesh,India,Fort Heritage Shelter,Historical,Kangra Fort,32.0975,76.2689,+91-189-2456789,fort@kangra.org,105,"Heritage preservation"
Chamba,Himachal Pradesh,India,Hill Station Shelter,Tourism,Chamera Lake,32.5564,76.1318,+91-189-2567890,hills@chamba.org,120,"Hill tourism"
Chamba,Himachal Pradesh,India,Handicraft Center Shelter,Arts,Chamba Rumal,32.5500,76.1300,+91-189-2456789,handicraft@chamba.org,95,"Handicraft artists"
Kinnaur,Himachal Pradesh,India,Apple Valley Shelter,Horticulture,Kinnaur Apples,31.6000,78.4000,+91-178-2567890,apple@kinnaur.org,110,"Apple cultivation"
Kinnaur,Himachal Pradesh,India,Tribal District Shelter,Indigenous,Kalpa,31.5363,78.2538,+91-178-2456789,tribal@kinnaur.org,125,"Tribal heritage"
Lahaul Spiti,Himachal Pradesh,India,Cold Desert Shelter,High Altitude,Kaza,32.2332,78.0751,+91-190-2567890,desert@lahaulspiti.org,100,"High altitude community"
Lahaul Spiti,Himachal Pradesh,India,Buddhist Culture Shelter,Religious,Key Monastery,32.3000,78.0000,+91-190-2456789,buddhist@lahaulspiti.org,115,"Buddhist culture"
Jammu,Jammu and Kashmir,India,Winter Capital Shelter,Administrative,Jammu Cantonment,32.7266,74.8570,+91-191-2567890,winter@jammu.org,200,"Winter capital"
Jammu,Jammu and Kashmir,India,Vaishno Devi Shelter,Pilgrimage,Katra,32.9916,74.9318,+91-191-2456789,vaishno@jammu.org,400,"Pilgrimage support"
Leh,Ladakh,India,Buddhist Capital Shelter,Religious,Leh Palace,34.1526,77.5771,+91-198-2567890,buddhist@leh.org,150,"Buddhist community"
Leh,Ladakh,India,High Altitude Shelter,Mountain,Khardung La,34.2700,77.6100,+91-198-2456789,altitude@leh.org,120,"High altitude support"
Kargil,Ladakh,India,Border Town Shelter,Security,LOC Area,34.5539,76.1059,+91-198-2567890,border@kargil.org,180,"Border security"
Kargil,Ladakh,India,Shia Community Shelter,Religious,Shia Mosque,34.5500,76.1000,+91-198-2456789,shia@kargil.org,140,"Shia community"
Gangtok,Sikkim,India,Himalayan Capital Shelter,Administrative,MG Marg,27.3389,88.6065,+91-359-2567890,himalayan@gangtok.org,130,"Himalayan capital"
Gangtok,Sikkim,India,Buddhist Monastery Shelter,Religious,Rumtek Monastery,27.2840,88.5580,+91-359-2456789,monastery@gangtok.org,110,"Buddhist monastery"
Namchi,Sikkim,India,Pilgrimage Center Shelter,Religious,Samdruptse Hill,27.1686,88.3639,+91-359-2567890,pilgrimage@namchi.org,125,"Pilgrimage center"
Namchi,Sikkim,India,Char Dham Shelter,Spiritual,Char Dham Complex,27.1700,88.3600,+91-359-2456789,chardham@namchi.org,145,"Spiritual complex"
Geyzing,Sikkim,India,West Sikkim Shelter,Regional,Geyzing Bazaar,27.3000,88.2500,+91-359-2567890,west@geyzing.org,105,"West Sikkim"
Geyzing,Sikkim,India,Pemayangtse Shelter,Monastery,Pemayangtse Monastery,27.3100,88.2400,+91-359-2456789,pemayangtse@geyzing.org,95,"Monastery community"
Mangan,Sikkim,India,North Sikkim Shelter,High Altitude,Mangan Town,27.5167,88.5333,+91-359-2567890,north@mangan.org,115,"North Sikkim"
Mangan,Sikkim,India,Rhododendron Shelter,Nature,Rhododendron Sanctuary,27.5200,88.5300,+91-359-2456789,rhododendron@mangan.org,100,"Nature conservation"
Imphal,Manipur,India,Jewel of India Shelter,Cultural,Kangla Fort,24.8170,93.9368,+91-385-2567890,jewel@imphal.org,160,"Cultural preservation"
Imphal,Manipur,India,Polo Ground Shelter,Sports,Mapal Kangjeibung,24.8100,93.9400,+91-385-2456789,polo@imphal.org,120,"Sports community"
Thoubal,Manipur,India,Lake District Shelter,Tourism,Loktak Lake,24.6343,93.9090,+91-387-2567890,lake@thoubal.org,135,"Lake tourism"
Thoubal,Manipur,India,Handloom Center Shelter,Textile,Handloom Industry,24.6300,93.9100,+91-387-2456789,handloom@thoubal.org,115,"Handloom weavers"
Churachandpur,Manipur,India,Hill District Shelter,Tribal,Tribal Areas,24.3333,93.6833,+91-387-2567890,hills@churachandpur.org,140,"Hill tribes"
Churachandpur,Manipur,India,Horticulture Shelter,Agriculture,Orange Orchards,24.3300,93.6800,+91-387-2456789,horticulture@churachandpur.org,125,"Horticulture farmers"
Bishnupur,Manipur,India,Archaeological Shelter,Heritage,Vishnu Temple,24.6167,93.7700,+91-387-2567890,archaeological@bishnupur.org,110,"Archaeological site"
Bishnupur,Manipur,India,Cultural Heritage Shelter,Arts,Traditional Arts,24.6100,93.7700,+91-387-2456789,cultural@bishnupur.org,100,"Cultural arts"
Kakching,Manipur,India,Sports Village Shelter,Athletics,Sports Training,24.4983,93.9810,+91-385-2567890,sports@kakching.org,130,"Sports training"
Kakching,Manipur,India,Agricultural Hub Shelter,Farming,Rice Fields,24.5000,93.9800,+91-385-2456789,agricultural@kakching.org,145,"Rice cultivation"
Jiribam,Manipur,India,Border District Shelter,Interstate,Assam Border,24.8050,93.1100,+91-387-2567890,border@jiribam.org,120,"Border community"
Jiribam,Manipur,India,River Port Shelter,Transportation,Barak River,24.8000,93.1100,+91-387-2456789,river@jiribam.org,105,"River transportation"
Aizawl,Mizoram,India,Hill Capital Shelter,Administrative,Chanmari,23.7271,92.7176,+91-389-2567890,hill@aizawl.org,150,"Hill capital"
Aizawl,Mizoram,India,Presbyterian Shelter,Religious,Presbyterian Church,23.7300,92.7200,+91-389-2456789,presbyterian@aizawl.org,125,"Presbyterian community"
Lunglei,Mizoram,India,South Mizoram Shelter,Regional,Lunglei Town,22.8875,92.7444,+91-372-2567890,south@lunglei.org,120,"South Mizoram"
Lunglei,Mizoram,India,Bamboo Craft Shelter,Handicraft,Bamboo Products,22.8900,92.7400,+91-372-2456789,bamboo@lunglei.org,100,"Bamboo crafts"
Champhai,Mizoram,India,Rice Bowl Shelter,Agriculture,Champhai Valley,23.4667,93.3167,+91-389-2567890,rice@champhai.org,135,"Rice cultivation"
Champhai,Mizoram,India,Border Trade Shelter,Commerce,Myanmar Border,23.4700,93.3200,+91-389-2456789,trade@champhai.org,115,"Border trade"
Serchhip,Mizoram,India,Central Mizoram Shelter,Regional,Serchhip Town,23.3000,92.8500,+91-383-2567890,central@serchhip.org,110,"Central Mizoram"
Serchhip,Mizoram,India,Horticulture Center Shelter,Agriculture,Fruit Orchards,23.3100,92.8400,+91-383-2456789,horticulture@serchhip.org,125,"Fruit cultivation"
Kolasib,Mizoram,India,Gateway Shelter,Transportation,NH 54,24.2167,92.6833,+91-389-2567890,gateway@kolasib.org,115,"Transportation gateway"
Kolasib,Mizoram,India,Quarry Workers Shelter,Mining,Stone Quarries,24.2200,92.6800,+91-389-2456789,quarry@kolasib.org,105,"Quarry workers"
Mamit,Mizoram,India,Western District Shelter,Regional,Mamit Town,23.9167,92.4833,+91-389-2567890,western@mamit.org,100,"Western district"
Mamit,Mizoram,India,Jhum Cultivation Shelter,Agriculture,Shifting Cultivation,23.9200,92.4800,+91-389-2456789,jhum@mamit.org,120,"Jhum farmers"
Lawngtlai,Mizoram,India,Southernmost Shelter,Regional,Lawngtlai Town,22.5167,92.9000,+91-372-2567890,south@lawngtlai.org,95,"Southernmost district"
Lawngtlai,Mizoram,India,Tribal Culture Shelter,Indigenous,Tribal Museum,22.5200,92.9100,+91-372-2456789,tribal@lawngtlai.org,110,"Tribal culture"
Siaha,Mizoram,India,Mara District Shelter,Tribal,Mara Autonomous Council,22.4833,93.0000,+91-372-2567890,mara@siaha.org,105,"Mara tribe"
Siaha,Mizoram,India,Border Security Shelter,Defense,International Border,22.4800,93.0100,+91-372-2456789,security@siaha.org,115,"Border security"
Shillong,Meghalaya,India,Scotland of East Shelter,Tourism,Police Bazaar,25.5788,91.8933,+91-364-2567890,scotland@shillong.org,180,"Hill station tourism"
Shillong,Meghalaya,India,Music Capital Shelter,Cultural,All Saints Cathedral,25.5700,91.8900,+91-364-2456789,music@shillong.org,140,"Music culture"
Tura,Meghalaya,India,Garo Hills Shelter,Tribal,Garo Hills,25.5138,90.2061,+91-365-2567890,garo@tura.org,150,"Garo tribe"
Tura,Meghalaya,India,Orange Festival Shelter,Cultural,Orange Orchards,25.5100,90.2000,+91-365-2456789,orange@tura.org,125,"Orange cultivation"
Jowai,Meghalaya,India,Coal Mining Shelter,Industrial,Coal Mines,25.4522,92.1967,+91-365-2567890,coal@jowai.org,160,"Coal mining"
Jowai,Meghalaya,India,Jaintia Hills Shelter,Tribal,Jaintia Tribe,25.4500,92.2000,+91-365-2456789,jaintia@jowai.org,135,"Jaintia community"
Nongpoh,Meghalaya,India,Ri Bhoi Shelter,Administrative,District Headquarters,25.8167,91.8833,+91-364-2567890,ribhoi@nongpoh.org,115,"Administrative center"
Nongpoh,Meghalaya,India,Pineapple Hub Shelter,Agriculture,Pineapple Farms,25.8200,91.8800,+91-364-2456789,pineapple@nongpoh.org,130,"Pineapple cultivation"
Baghmara,Meghalaya,India,South Garo Shelter,Tribal,South Garo Hills,25.1833,90.6333,+91-365-2567890,southgaro@baghmara.org,120,"South Garo Hills"
Baghmara,Meghalaya,India,Wildlife Sanctuary Shelter,Conservation,Nokrek Biosphere,25.1800,90.6300,+91-365-2456789,wildlife@baghmara.org,105,"Wildlife conservation"
Ampati,Meghalaya,India,West Garo Shelter,Regional,West Garo Hills,25.8167,90.0167,+91-365-2567890,westgaro@ampati.org,110,"West Garo Hills"
Ampati,Meghalaya,India,Border District Shelter,International,Bangladesh Border,25.8200,90.0100,+91-365-2456789,border@ampati.org,125,"Border community"
Resubelpara,Meghalaya,India,North Garo Shelter,Tribal,North Garo Hills,25.6167,90.3167,+91-365-2567890,northgaro@resubelpara.org,115,"North Garo Hills"
